,id,created_at,favorite_count,retweet_count,text,tweet_cleaned,tweet_cleaned_less,VDR_sentiment,VDR_sentiment_2,TB_sentiment,VDR_detailed_sentiment,VDR_detailed_sentiment_2
10,1245124079750914048,Tue Mar 31 23:01:28 +0000 2020,3,2,How behavioral science can help address the #COVID19 crisis. Via @NatureHumBehav https://t.co/HU4Ytl2wrD https://t.co/sbCf1eZ3gq,behavioral science help address.,How behavioral science can help address the crisis. Via,{'compound': 0.4019},{'compound': -0.34},0.0,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474}","{'neg': 0.297, 'neu': 0.507, 'pos': 0.196}"
11,1238363274099425282,Fri Mar 13 07:16:26 +0000 2020,3,0,"👇🏻 Agree. It does not help that we are left guessing at the science.

Some of this is out there. For example @SusanMichie 

But would be hugely helpful to bring it together to bolster trust in the strategy https://t.co/jqkOR46X8s",backhand index pointing downlight skin tone agree. not help left guessing science. . example would hugely helpful bring together bolster trust strategy,Agree. It does not help that we are left guessing at the science. Some of this is out there. For example But would be hugely helpful to bring it together to bolster trust in the strategy,{'compound': 0.7674},{'compound': 0.7674},0.2,"{'neg': 0.08, 'neu': 0.604, 'pos': 0.316}","{'neg': 0.052, 'neu': 0.742, 'pos': 0.206}"
12,1238986408552992768,Sun Mar 15 00:32:33 +0000 2020,0,0,"Behavioral science experiment:
Would you rather 1 million deaths with a mortality rate of 0.01% or 1 million deaths with a mortality rate of 1%.
#Corona #coronavirus #Covid_19
@danariely @danielsusskind",behavioral science experiment: would rather million deaths mortality rate. million deaths mortality rate.,Behavioral science experiment: Would you rather million deaths with mortality rate of .% or million deaths with mortality rate of %. Corona coronavirus Covid,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
13,1248193391638253570,Thu Apr 09 10:17:49 +0000 2020,0,0,"@katyballs ...winning praise as an ""ideological kleptomaniac"" who wants to privatise everything.

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #endthelockdown",... winning praise `` ideological kleptomaniac '' wants privatise everything. tories police state police state mass surveillance behavioral science behavioral economics revolution censorship endthelockdown,"...winning praise as an ""ideological kleptomaniac"" who wants to privatise everything. Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics Revolution Now Censorship endthelockdown",{'compound': 0.7906},{'compound': 0.5574},0.35,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241}","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118}"
14,1247456753085747201,Tue Apr 07 09:30:41 +0000 2020,5,1,"Today is #WorldHealthDay. During a zoonotic (i.e. animal to people) pandemic, it seems apt to share the @WHO 's information about #Biodiversity and human #Health. #ConSocSci #BehaviourChange #covid19 
👉https://t.co/Pm69zLDmkW https://t.co/uE7XzUFWOY","today world health day. zoonotic ( i.e. animal people confusion, seems apt share information biodiversity human health. con soc sci behaviour change backhand index pointing right","Today is World Health Day. During zoonotic (i.e. animal to people) pandemic, it seems apt to share the 's information about Biodiversity and human Health. Con Soc Sci Behaviour Change covid",{'compound': 0.0},{'compound': 0.296},0.295,"{'neg': 0.08, 'neu': 0.839, 'pos': 0.08}","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068}"
15,1240133556493565953,Wed Mar 18 04:30:55 +0000 2020,1,0,The latest The behavioural science Daily! https://t.co/tlx7t7hJ4F Thanks to @InsightsIAS #covid19 #bangalore,latest behavioural science daily! thanks bangalore,The latest The behavioural science Daily! Thanks to covid bangalore,{'compound': 0.4926},{'compound': 0.4926},0.233,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39}","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262}"
16,1238747429794729984,Sat Mar 14 08:42:56 +0000 2020,0,0,"This thread was slightly comforting but at the same time it is based the assumptions related to behavioural science which is highly risky, but we shall see. https://t.co/UKwfUs4b0u","thread slightly comforting time based assumptions related behavioural science highly risky, shall see.","This thread was slightly comforting but at the same time it is based the assumptions related to behavioural science which is highly risky, but we shall see.",{'compound': 0.0808},{'compound': -0.2349},-0.002,"{'neg': 0.135, 'neu': 0.71, 'pos': 0.155}","{'neg': 0.09, 'neu': 0.852, 'pos': 0.058}"
17,1247937572602511360,Wed Apr 08 17:21:17 +0000 2020,0,0,"@BBCNews @itvnews @piersmorgan @GMB 

Any chance of a mention for the sake of balance?

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship https://t.co/0VtWuuHNAM",chance mention sake balance? tories police state police state mass surveillance behavioral science behavioral economics revolution censorship,Any chance of mention for the sake of balance? Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics Revolution Now Censorship,{'compound': 0.25},{'compound': 0.25},0.0,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111}","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077}"
18,1252201644353359872,Mon Apr 20 11:45:11 +0000 2020,0,0,"Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience… https://t.co/k6QWSjHqgq",ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
19,1235304555228925953,Wed Mar 04 20:42:11 +0000 2020,4,2,Why don’t people (adequately) hand wash when everywhere and everyone is telling them to do it? Useful insights. #COVID19 #behaviourchange https://t.co/6Ew06N6eeH,dont people ( adequately confusion hand wash everywhere everyone telling? useful insights. behaviour change,Why dont people (adequately) hand wash when everywhere and everyone is telling them to do it? Useful insights. behaviour change,{'compound': 0.7899},{'compound': 0.0701},0.317,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444}","{'neg': 0.112, 'neu': 0.765, 'pos': 0.123}"
20,1238761860721266688,Sat Mar 14 09:40:17 +0000 2020,2,0,When British CSO said London’s strategy was underpinned by ‘behavioural science’ I wanted to weep. My 79 yr old mum has COPD &amp; missing part of a lung after cancer. We need decisions based on real science. Leave these people to ponder why people are buying bog roll #coronavirus https://t.co/6GNGGzmRaG,british said londons strategy underpinned behavioural science wanted weep. yr old mum; missing part lung cancer. need decisions based real science. leave people ponder people buying bog roll,When British said Londons strategy was underpinned by behavioural science wanted to weep. My yr old mum has &amp; missing part of lung after cancer. We need decisions based on real science. Leave these people to ponder why people are buying bog roll coronavirus,{'compound': -0.8885},{'compound': -0.8885},0.025,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0}","{'neg': 0.223, 'neu': 0.777, 'pos': 0.0}"
21,1252488521186770945,Tue Apr 21 06:45:08 +0000 2020,0,0,"Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience… https://t.co/MttXEcuQA0",ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
22,1248192348863057925,Thu Apr 09 10:13:40 +0000 2020,0,0,"@BBCNews @itvnews @piersmorgan @GMB 

Any chance of a mention for the sake of balance?

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship https://t.co/cvLCEoa4xU",chance mention sake balance? tories police state police state mass surveillance behavioral science behavioral economics revolution censorship,Any chance of mention for the sake of balance? Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics Revolution Now Censorship,{'compound': 0.25},{'compound': 0.25},0.0,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111}","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077}"
23,1243654913445564416,Fri Mar 27 21:43:32 +0000 2020,0,0,"I’m glad this got written. It’s interest hoe powerful the influences are they permit/refuse publication, even I’m a “scientific environment “? https://t.co/XgR7ajBsFs","im glad got written. interest powerful influences permit/refuse publication, even im scientific environment","Im glad this got written. Its interest hoe powerful the influences are they permit/refuse publication, even Im scientific environment",{'compound': 0.8316},{'compound': 0.8316},0.4,"{'neg': 0.0, 'neu': 0.532, 'pos': 0.468}","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355}"
24,1250806047830310912,Thu Apr 16 15:19:35 +0000 2020,13,13,Question: WHAT influence has the “Nudge Unit” or Dominic Cummings personally had or continue to have on the actions of the Government in tackling Coronavirus? https://t.co/CNOxOqE6jj,question: influence nudge unit personally continue actions government tackling?,Question: influence has the Nudge Unit or Dominic Cummings personally had or continue to have on the actions of the Government in tackling Coronavirus?,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
25,1247642382293561345,Tue Apr 07 21:48:18 +0000 2020,2,0,"""Of course, should behaviour change as governments would wish, actual outcomes will be less terrifying than the models had originally forecast. This is not evidence that the policy was unnecessary: Rather, it is evidence that it worked."" https://t.co/b5jKA0D6r7","course, behaviour change governments would wish, actual outcomes less terrifying models originally forecast. not evidence policy unnecessary: rather, evidence worked. ''","Of course, should behaviour change as governments would wish, actual outcomes will be less terrifying than the models had originally forecast. This is not evidence that the policy was unnecessary: Rather, it is evidence that it worked.""",{'compound': -0.1796},{'compound': -0.1796},-0.238,"{'neg': 0.136, 'neu': 0.757, 'pos': 0.108}","{'neg': 0.083, 'neu': 0.851, 'pos': 0.066}"
26,1250108255520591872,Tue Apr 14 17:06:48 +0000 2020,5,1,"""In an emergency, we need messages and solutions that require no explanation, will not be misinterpreted, and do not require extensive training of health workers."" Excellent takeaways @reshmatrasi @PathfinderInt @ICRWAsia @kuhikaseth @ravi_rverma @LauraHinson23 #srhrandcovid19 https://t.co/S0C1UcnNrD","emergency, need messages solutions require no explanation, not misinterpreted, not require extensive training health workers. '' excellent takeaways srhrandcovid","In an emergency, we need messages and solutions that require no explanation, will not be misinterpreted, and do not require extensive training of health workers."" Excellent takeaways srhrandcovid",{'compound': 0.374},{'compound': 0.374},0.5,"{'neg': 0.183, 'neu': 0.535, 'pos': 0.281}","{'neg': 0.137, 'neu': 0.654, 'pos': 0.209}"
27,1251417366761742336,Sat Apr 18 07:48:45 +0000 2020,0,0,"#cleanair rollbacks exacerbate the effects of #COVID19, another way in which this administration is bad for #publichealth. Important column from @CassSunstein. 
https://t.co/w0RY2i2WbW","cleanair rollbacks exacerbate effects, another way administration bad publichealth. important column","cleanair rollbacks exacerbate the effects of D, another way in which this administration is bad for publichealth. Important column from",{'compound': -0.4019},{'compound': -0.4019},-0.15,"{'neg': 0.245, 'neu': 0.629, 'pos': 0.126}","{'neg': 0.15, 'neu': 0.773, 'pos': 0.077}"
28,1237419095466708992,Tue Mar 10 16:44:37 +0000 2020,0,0,"Oh behavior change, you elusive beast you .... #COVID19  https://t.co/Iunw1AMXr4","oh behavior change, elusive beast ....","Oh behavior change, you elusive beast you ....",{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
29,1248189914186989568,Thu Apr 09 10:04:00 +0000 2020,0,0,"@BBCNews @itvnews @piersmorgan @GMB 

Any chance of a mention for the sake of balance?

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship https://t.co/u0dmRPYUxn",chance mention sake balance? tories police state police state mass surveillance behavioral science behavioral economics revolution censorship,Any chance of mention for the sake of balance? Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics Revolution Now Censorship,{'compound': 0.25},{'compound': 0.25},0.0,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111}","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077}"
30,1256283036703916033,Fri May 01 18:03:11 +0000 2020,11,4,"#Covid19 has made us rethink our hygiene habits. How to improve them in shared spaces such as gyms? Here, I explore the importance of reciprocity and choice architecture to promote cleanliness. Honoured to be in @BPPjournal! And hoping this can help inform our post-pandemic life https://t.co/u9Mn3LTzkv","made us rethink hygiene habits. improve shared spaces gyms? , explore importance reciprocity choice architecture promote cleanliness. honoured hoping help inform post-pandemic life","Covid has made us rethink our hygiene habits. How to improve them in shared spaces such as gyms? Here, explore the importance of reciprocity and choice architecture to promote cleanliness. Honoured to be in And hoping this can help inform our post-pandemic life",{'compound': 0.9524},{'compound': 0.9524},0.0,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56}","{'neg': 0.0, 'neu': 0.653, 'pos': 0.347}"
31,1243255720700719107,Thu Mar 26 19:17:17 +0000 2020,28,11,I did notice Boris Johnson's voice go a bit weird when he mentioned Oxford the other day. He sounded really sketchy. If he had been selling a car I'd have walked away https://t.co/G5mnkVRLGR,notice voice go bit weird mentioned oxford day. sounded really sketchy. selling car 'd walked away,did notice Boris Johnson's voice go bit weird when he mentioned Oxford the other day. He sounded really sketchy. If he had been selling car I'd have walked away,{'compound': -0.1779},{'compound': -0.1779},-0.15,"{'neg': 0.102, 'neu': 0.898, 'pos': 0.0}","{'neg': 0.057, 'neu': 0.943, 'pos': 0.0}"
32,1235275149026504706,Wed Mar 04 18:45:20 +0000 2020,0,0,Ask leaders to make #BehavioralScience core #education RT @amara_nasa: RT @abuttenheim: 👇 Today's #BehavioralScience/#COVID19 mashup must-read from @mhallsworth,ask leaders make behavioral science core education backhand index pointing today behavioral science/ mashup must-read,Ask leaders to make Behavioral Science core education Today's Behavioral Science/ mashup must-read from,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
33,1251998203584475136,Sun Apr 19 22:16:47 +0000 2020,0,0,@east_sj 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth WATCH VIDEO https://t.co/uKEEDPh8e0 https://t.co/HtUOzsVYKT with #SPATAP Portable Tap making communities hygienic instantly https://t.co/7X3H0SlUB7  info@handhygieneforhealth.org #COVID19 https://t.co/F0W8Fvbd9l,raised hand fingers splayedpotable water rotary hand washing behaviour change project handhygieneforhealth portable tap making communities hygienic instantly info,rotary hand washing behaviour change project handhygieneforhealth with Portable Tap making communities hygienic instantly info,{'compound': 0.7506},{'compound': 0.4939},0.0,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274}","{'neg': 0.0, 'neu': 0.814, 'pos': 0.186}"
34,1254753467643629574,Mon Apr 27 12:45:13 +0000 2020,0,0,"Ask leaders to make #BehavioralScience core #education RT @ScalarHumanity: RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #…",ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science behavioral economics,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
35,1237694665824047111,Wed Mar 11 10:59:38 +0000 2020,186,119,Government #coronavirus science advisor Dr David Halpern tells me of plans to ‘cocoon’ vulnerable groups. https://t.co/dhECJNbmnI,government science advisor tells plans cocoon vulnerable groups.,Government coronavirus science advisor Dr David Halpern tells me of plans to cocoon vulnerable groups.,{'compound': -0.2263},{'compound': -0.2263},-0.5,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0}","{'neg': 0.119, 'neu': 0.881, 'pos': 0.0}"
36,1238463307788541953,Fri Mar 13 13:53:56 +0000 2020,0,0,Why is the government relying on nudge theory to fight #coronavirus? https://t.co/WcjNFnmAOZ,government relying nudge theory fight?,Why is the government relying on nudge theory to fight coronavirus?,{'compound': -0.3818},{'compound': -0.3818},0.0,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0}","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0}"
37,1252524723893866496,Tue Apr 21 09:08:59 +0000 2020,0,0,"@CCHQPress @SkyNews Amazing how desperate #Tories have become now they realise tactics from Dominic Cummings' seemingly infallible ""Get Brexit Done"" behavioural science playbook, do not work during a pandemic...😑 #COVID19 #NHS #PPE #BorisJohnson","amazing desperate tories become realise tactics ' seemingly infallible get brexit done '' behavioural science playbook, not work ... expressionless face","Amazing how desperate Tories have become now they realise tactics from Dominic Cummings' seemingly infallible Get Brexit Done"" behavioural science playbook, do not work during pandemic... Boris Johnson",{'compound': 0.3612},{'compound': 0.3612},0.0,"{'neg': 0.095, 'neu': 0.747, 'pos': 0.158}","{'neg': 0.072, 'neu': 0.81, 'pos': 0.118}"
38,1249951872640835584,Tue Apr 14 06:45:24 +0000 2020,0,0,"Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience… https://t.co/Vfn2l7HPOK",ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
39,1240987905566420994,Fri Mar 20 13:05:47 +0000 2020,1,0,The evidence that behavioural science should be at the heart of government strategy includes an op ed arguing that behavioural science should be at the heart of government strategy. https://t.co/eHaXHowyuI,evidence behavioural science heart government strategy includes op ed arguing behavioural science heart government strategy.,The evidence that behavioural science should be at the heart of government strategy includes an op ed arguing that behavioural science should be at the heart of government strategy.,{'compound': -0.4588},{'compound': -0.4588},0.0,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0}","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0}"
40,1244951999407362049,Tue Mar 31 11:37:41 +0000 2020,0,0,#solidarityfund must also reach those #creatives producing #content on #behaviourchange #covid19 #StayAtHome #SocialDistancing https://t.co/NGTi0yzAUv,solidarityfund must also reach creatives producing content behaviour change stay home social distancing,solidarityfund must also reach those creatives producing content on behaviour change covid Stay At Home Social Distancing,{'compound': 0.0258},{'compound': 0.0258},0.033,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084}","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064}"
41,1251773895671083008,Sun Apr 19 07:25:28 +0000 2020,0,0,@rotaryeclub1950 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth WATCH VIDEO https://t.co/uKEEDPh8e0 https://t.co/HtUOzsVYKT with #SPATAP Portable Tap making communities hygienic instantly https://t.co/7X3H0SlUB7  info@handhygieneforhealth.org #COVID19 https://t.co/5v5VPDHn1x,raised hand fingers splayedpotable water rotary hand washing behaviour change project handhygieneforhealth portable tap making communities hygienic instantly info,rotary hand washing behaviour change project handhygieneforhealth with Portable Tap making communities hygienic instantly info,{'compound': 0.7506},{'compound': 0.4939},0.0,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274}","{'neg': 0.0, 'neu': 0.814, 'pos': 0.186}"
42,1245109230677438471,Tue Mar 31 22:02:28 +0000 2020,0,0,"""Thus, sometimes #emotionaleating is 'the only coping toolkit we have in our bag – especially during times like now.'” https://t.co/lzXvZv3e1d #covid19 #AnxietyRelief #eating #healthy #food #anxiety #boredom #BehavioralScience","thus, sometimes emotionaleating 'the coping toolkit bag especially times like. ' anxiety relief eating healthy food anxiety boredom behavioral science","Thus, sometimes emotionaleating is 'the only coping toolkit we have in our bag especially during times like now.' covid Anxiety Relief eating healthy food anxiety boredom Behavioral Science",{'compound': 0.5189},{'compound': 0.5945},0.25,"{'neg': 0.224, 'neu': 0.468, 'pos': 0.309}","{'neg': 0.157, 'neu': 0.607, 'pos': 0.236}"
