,Unnamed: 0,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone,text_cl,subkeywords,relevant_subkwords
15,68,Tue Mar 24 13:30:08 +0000 2020,ChangingHabits covid19 handwashing,1,1242443584751747078,,,en,,False,1,"Going back to the basics!
Here’s a glimpse of one of the practices we promote as part of our behaviour change program with Particularly Vulnerable Tribal Groups in Jharkhand, India.
Stay safe, stay strong!
#ChangingHabits #covid19 #handwashing https://t.co/pYsJTMcB09",trickleuporg,2423,New York Headquarters,Trickle Up,trickleuporg,,"going back to the basics!
here’s a glimpse of one of the practices we promote as part of our behaviour change program with particularly vulnerable tribal groups in jharkhand, india.
stay safe, stay strong!
#changinghabits #covid19 #handwashing https://t.co/pysjtmcb09","['behaviour change', 'covid']",['behaviour change']
17,74,Thu Mar 19 18:08:09 +0000 2020,coronavirus,0,1240701610306629632,,,en,,,0,@BorisJohnson  presenting a positive direction of travel on the battle against the #coronavirus this evening - potentially turning the tide in 12 weeks - adherence to government advice and behaviour change essential,gborne1,1030,"Plymouth, UK",Dr Gregory Borne,gborne1,,@borisjohnson  presenting a positive direction of travel on the battle against the #coronavirus this evening - potentially turning the tide in 12 weeks - adherence to government advice and behaviour change essential,"['behaviour change', 'corona']",['behaviour change']
18,75,Mon May 11 10:56:30 +0000 2020,Coronavirus thenewnormal commuting covid19 bettercities behaviourchange design,3,1259799537583108096,,,en,,False,3,"""#Coronavirus is already acting as a catalyst, but focus should be placed on permanent change; one which allows us to define, rather than predict, #thenewnormal.""

Read our newest article https://t.co/xJ2Q60JrYe

#commuting #covid19 #bettercities #behaviourchange #design https://t.co/8AK5MiO85T",maynarddesign,924,"London, Melbourne, Sydney & Auckland",Maynard,maynarddesign,,"""#coronavirus is already acting as a catalyst, but focus should be placed on permanent change; one which allows us to define, rather than predict, #thenewnormal.""

read our newest article https://t.co/xj2q60jrye

#commuting #covid19 #bettercities #behaviourchange #design https://t.co/8ak5mio85t","['behaviourchange', 'corona', 'covid']",['behaviourchange']
20,83,Tue Apr 07 15:37:46 +0000 2020,COVID19 climate,2,1247549132710899712,,,en,,,0,Listened to Daniel Kahneman ruminating on #COVID19 this morning on the @NewYorker podcast. Struck me that this is equally good advice on #climate. One difference: he concludes the pandemic isn’t an existential threat to humanity. Hard to say the same for climate.,sanchalipal,732,"Oakland, CA",Sanchali Pal,sanchalipal,,listened to daniel kahneman ruminating on #covid19 this morning on the @newyorker podcast. struck me that this is equally good advice on #climate. one difference: he concludes the pandemic isn’t an existential threat to humanity. hard to say the same for climate.,"['kahneman', 'pandemic', 'covid']",['kahneman']
21,89,Wed May 06 07:05:00 +0000 2020,vlog COVID19 NEWMR,1,1257929338894323718,,,en,,False,3,"Enjoy Ep. 2 of our new #vlog series on human adaptation. @pipsbailey
@BillieIng @ColinStrong &amp; @OliSweet look at how brands can use cultural &amp; behaviour change techniques to adapt to 'the new normal' 🎞️https://t.co/i9CRLURZFU #COVID19 #NEWMR",IpsosMORI,53776,United Kingdom,Ipsos MORI,IpsosMORI,,"enjoy ep. 2 of our new #vlog series on human adaptation. @pipsbailey
@billieing @colinstrong &amp; @olisweet look at how brands can use cultural &amp; behaviour change techniques to adapt to 'the new normal' 🎞️https://t.co/i9crlurzfu #covid19 #newmr","['behaviour change', 'covid']",['behaviour change']
23,96,Wed Jun 10 09:40:00 +0000 2020,COVID_19uk COVID19 psychology Wellbeing ukemplaw,0,1270651921108434944,,,en,,False,0,"EDUCATION: HEALTH &amp; PSYCHOLOGICAL WELLBEING.
A zoom event by the IER &amp; CTUF. Register for your free place here https://t.co/MW5XUoNECx #COVID_19uk #COVID19 #psychology #Wellbeing #ukemplaw @RLong_Bailey
 @MaryBoustedNEU
 @SusanMichie
 @UnionFreedom https://t.co/2gPeJedEBm",IERUK,3000,Liverpool UK,IER,IERUK,,"education: health &amp; psychological wellbeing.
a zoom event by the ier &amp; ctuf. register for your free place here https://t.co/mw5xuonecx #covid_19uk #covid19 #psychology #wellbeing #ukemplaw @rlong_bailey
 @maryboustedneu
 @susanmichie
 @unionfreedom https://t.co/2gpejedebm","['michie', 'psychology', 'covid']","['michie', 'psychology']"
27,117,Sun Jun 07 10:42:16 +0000 2020,COVID19 HerdImmunity,0,1269580429092413440,,,en,,False,1,"Fascinating (in a horrifying way) looking back to March.
Clear that Johnson's govt has failed with #COVID19 . Even the misguided #HerdImmunity policy was half baked because Johnson &amp; Hancock didn't even cocoon the vulnerable. https://t.co/KtpdobY8tK",EricBranse,626,Scottish Borders,Eric Branse-Instone,EricBranse,,"fascinating (in a horrifying way) looking back to march.
clear that johnson's govt has failed with #covid19 . even the misguided #herdimmunity policy was half baked because johnson &amp; hancock didn't even cocoon the vulnerable. https://t.co/ktpdoby8tk","['covid', 'herdimmunity']",['herdimmunity']
28,123,Fri Apr 03 06:09:28 +0000 2020,Covid19 streets people cities behaviourchange places community newzealand city change walking cycling transport bikelife,0,1245956564101386240,,,en,,False,1,"Today NZTA launched a Innovating Streets Fund to make streets &amp; more liveable. Plus funds for safe people spaces during #Covid19
https://t.co/awHqF0VHzd
#streets #people #cities #behaviourchange #places #community #newzealand #city #change #walking #cycling #transport #bikelife https://t.co/ln4L4z1LSz",CyclingRSmith,1257,Brisbane Australia & Devon UK,Rachel Smith,CyclingRSmith,,"today nzta launched a innovating streets fund to make streets &amp; more liveable. plus funds for safe people spaces during #covid19
https://t.co/awhqf0vhzd
#streets #people #cities #behaviourchange #places #community #newzealand #city #change #walking #cycling #transport #bikelife https://t.co/ln4l4z1lsz","['behaviourchange', 'covid']",['behaviourchange']
29,135,Fri Apr 17 14:21:45 +0000 2020,COVID19 HIV,1,1251153881960046595,,,en,,False,0,"RT @TheLancet: NEW—Three lessons for #COVID19 response from pandemic #HIV 

1. Anticipate health inequalities
2. Support behaviour change
3. Multidisciplinary effort

Comment @TheLancetHIV by J Hargreaves, C Davey, et al @LSHTM
https://t.co/8mPuOHL2tu https://t.co/zYROZ0epQE",equityhealthdev,3300,Washington DC USA,Equity and Health,equityhealthdev,,"rt @thelancet: new—three lessons for #covid19 response from pandemic #hiv 

1. anticipate health inequalities
2. support behaviour change
3. multidisciplinary effort

comment @thelancethiv by j hargreaves, c davey, et al @lshtm
https://t.co/8mpuohl2tu https://t.co/zyroz0epqe","['behaviour change', 'pandemic', 'covid']",['behaviour change']
30,139,Wed May 13 05:43:26 +0000 2020,illegals COVID19,4,1260445526476161026,,,en,,,4,"@SamanthaJPower You are incorrect.
Illegal is illegal.
They have no legal right to be here.

#illegals with #COVID19 

Were you planning on taking some into your own home with @CassSunstein to care for them and sponsor - pay for them?

""Normalcy in the U.S."" does not include illegal immigration.",lilo623,39934,"NW Washington state, USA🇺🇸",Linda Marie Lovison,lilo623,,"@samanthajpower you are incorrect.
illegal is illegal.
they have no legal right to be here.

#illegals with #covid19 

were you planning on taking some into your own home with @casssunstein to care for them and sponsor - pay for them?

""normalcy in the u.s."" does not include illegal immigration.","['sunstein', 'covid']",['sunstein']
31,142,Wed Apr 22 12:58:45 +0000 2020,COVID19,5,1252944935277539328,,,en,,False,2,@ellenraelambert and I have written a two part blog for @inspirethemind_  discussing behaviour change theory and human behaviour during pandemics such as #COVID19. Part one below! https://t.co/sm5UG5MFik,emilyjanehayes,85,"London, England",Emily Hayes,emilyjanehayes,,@ellenraelambert and i have written a two part blog for @inspirethemind_  discussing behaviour change theory and human behaviour during pandemics such as #covid19. part one below! https://t.co/sm5ug5mfik,"['behaviour change', 'pandemic', 'covid']",['behaviour change']
32,144,Sat May 23 08:40:33 +0000 2020,SAGE UK Covid19,0,1264113981695889408,,,en,,False,0,"This Document prepared by #SAGE’s behavioural science subgroup SPI-B, shows how the #UK Government has been actively involved in promoting fear inducing propaganda to coerce the population into compliance.  #Covid19
https://t.co/91Pww27bKD",Athene18,297,UK,Athena,Athene18,,"this document prepared by #sage’s behavioural science subgroup spi-b, shows how the #uk government has been actively involved in promoting fear inducing propaganda to coerce the population into compliance.  #covid19
https://t.co/91pww27bkd","['spi-b', 'behavioural science', 'covid']","['spi-b', 'behavioural science']"
35,154,Thu Mar 12 09:50:44 +0000 2020,CORONAVIRUS behaviouralscience COVID19,19,1238039717070999554,,,en,,False,30,"New #CORONAVIRUS episode:
In this 20min @SusanMichie @jimmcmanusph &amp; I discuss  #behaviouralscience behind latest #COVID19 advice:
- New strategies to reduce spread
- Importance of social feedback
- Community mindset to protect others
Please share https://t.co/3yZcxZxDhA https://t.co/QXh1XsNnLA",Stu_King_Hh,488,"Bedfordshire,England",Stu King,Stu_King_Hh,,"new #coronavirus episode:
in this 20min @susanmichie @jimmcmanusph &amp; i discuss  #behaviouralscience behind latest #covid19 advice:
- new strategies to reduce spread
- importance of social feedback
- community mindset to protect others
please share https://t.co/3yzcxzxdha https://t.co/qxh1xsnnla","['michie', 'behaviouralscience', 'corona', 'covid']","['michie', 'behaviouralscience']"
36,157,Fri May 29 11:07:37 +0000 2020,COVID19,2,1266325318249447425,,,en,,False,2,"Behavioural science and the response to #COVID19: A missed opportunity?

via @LSEImpactBlog  https://t.co/6Ybq1Wgb7N",MDRC_News,20946,NYC/Bay Area/LA/DC,MDRC,MDRC_News,,"behavioural science and the response to #covid19: a missed opportunity?

via @lseimpactblog  https://t.co/6ybq1wgb7n","['behavioural science', 'covid']",['behavioural science']
37,158,Sat Mar 14 08:42:56 +0000 2020,,0,1238747429794729984,,,en,,False,0,"This thread was slightly comforting but at the same time it is based the assumptions related to behavioural science which is highly risky, but we shall see. https://t.co/UKwfUs4b0u",Ore_Nicole,1013,"London, England",Ore Nicole,Ore_Nicole,,"this thread was slightly comforting but at the same time it is based the assumptions related to behavioural science which is highly risky, but we shall see. https://t.co/ukwfus4b0u",['behavioural science'],['behavioural science']
40,165,Fri Apr 17 14:01:25 +0000 2020,,1,1251148763277570049,,,en,,False,0,Wondering if some of the arguments for/against are similar to bike helmet use and behaviour change? https://t.co/D445zBea7U,hollyjaneweir,861,"London, England",Holly Weir,hollyjaneweir,,wondering if some of the arguments for/against are similar to bike helmet use and behaviour change? https://t.co/d445zbea7u,['behaviour change'],['behaviour change']
41,166,Thu May 07 05:30:05 +0000 2020,COVID19,0,1258267841020792832,,,en,,False,1,Watch our latest interview with behavioural economist Saugato Datta (@sd268) on what behavioural science tells us about the #COVID19 response and why it should shape government policies: https://t.co/jpAirLyb4R,Himalistan,11725,Southasia,Himal Southasian,Himalistan,,watch our latest interview with behavioural economist saugato datta (@sd268) on what behavioural science tells us about the #covid19 response and why it should shape government policies: https://t.co/jpairlyb4r,"['behavioural science', 'behavioural economist', 'covid']","['behavioural science', 'behavioural economist']"
42,169,Wed Apr 08 12:32:59 +0000 2020,COVID19 infodemicCOVID19,2,1247865018819006464,,,en,,False,1,"@jayvanbavel: Using social and behavioural science to support #COVID19 pandemic response https://t.co/ozCJXGX6ga @WHO
 #infodemicCOVID19",waltercurioso,4881,Peru,Walter H. Curioso,waltercurioso,,"@jayvanbavel: using social and behavioural science to support #covid19 pandemic response https://t.co/ozcjxgx6ga @who
 #infodemiccovid19","['behavioural science', 'pandemic', 'covid']",['behavioural science']
43,170,Sat May 30 16:45:55 +0000 2020,COVID19,0,1266772841967620096,1.2663253182494474e+18,MDRC_News,en,,False,2,"RT @MDRC_News: Behavioural science and the response to #COVID19: A missed opportunity?

via @LSEImpactBlog  https://t.co/6Ybq1Wgb7N",MDRC_News,20946,NYC/Bay Area/LA/DC,MDRC,MDRC_News,,"rt @mdrc_news: behavioural science and the response to #covid19: a missed opportunity?

via @lseimpactblog  https://t.co/6ybq1wgb7n","['behavioural science', 'covid']",['behavioural science']
44,171,Tue May 05 01:21:06 +0000 2020,COVID19 SlowtheSpread coronavirus,1,1257480408356143105,,,en,,False,0,"@byrawpixel have used a new behavioural science study by @HKStrategies &amp; their creativity to develop a series of #COVID19 resources to help everyone effectively convey key messages &amp; #SlowtheSpread. Get those and 10,000+ free #coronavirus images at https://t.co/iYAqLUQP90 https://t.co/ewhtSP1px6",ORawpixel,1,,rawpixel_o,ORawpixel,,"@byrawpixel have used a new behavioural science study by @hkstrategies &amp; their creativity to develop a series of #covid19 resources to help everyone effectively convey key messages &amp; #slowthespread. get those and 10,000+ free #coronavirus images at https://t.co/iyaqluqp90 https://t.co/ewhtsp1px6","['behavioural science', 'corona', 'covid']",['behavioural science']
46,173,Fri Mar 20 12:56:00 +0000 2020,COVID19,6,1240985443027558400,,,en,,False,1,"I've no wish to be rude to my ""behavioural science"" colleagues but if your evidence to government is based on seven references hardly any of which are empirical, change your discipline. https://t.co/uTCCzuycCM #COVID19",ThatNeilMartin,2128,,Prof Neil Martin,ThatNeilMartin,,"i've no wish to be rude to my ""behavioural science"" colleagues but if your evidence to government is based on seven references hardly any of which are empirical, change your discipline. https://t.co/utcczuyccm #covid19","['behavioural science', 'covid']",['behavioural science']
48,187,Mon Apr 13 20:34:41 +0000 2020,,7,1249798184173318145,,,en,,False,3,Public Heath Professionals are undervalued in majority of health systems though they r amongst da most important wen tacking Public Health Emergencies &amp; issues as their focus is on public health measures that gear towards behaviour change &amp; public education. https://t.co/YRQxEBfZvn,Thahei,1840,Maldives,Thahey,Thahei,,public heath professionals are undervalued in majority of health systems though they r amongst da most important wen tacking public health emergencies &amp; issues as their focus is on public health measures that gear towards behaviour change &amp; public education. https://t.co/yrqxebfzvn,['behaviour change'],['behaviour change']
50,189,Fri Apr 03 10:29:28 +0000 2020,COVID19,5,1246021997756395521,,,en,,False,1,"@LiamDelaneyEcon and @ESRIDublin's BRU head Pete Lunn on ""behavioural fatigue"" with #COVID19 movement restrictions.

Important to monitor, but ""evidence... suggests that the public and the medical experts overwhelmingly agree about what needs to be done""
https://t.co/jVQe3YB9h2",_shanetimmons,693,"Dublin City, Ireland",Shane Timmons,_shanetimmons,,"@liamdelaneyecon and @esridublin's bru head pete lunn on ""behavioural fatigue"" with #covid19 movement restrictions.

important to monitor, but ""evidence... suggests that the public and the medical experts overwhelmingly agree about what needs to be done""
https://t.co/jvqe3yb9h2","['covid', 'behavioural fatigue']",['behavioural fatigue']
52,198,Fri May 01 13:33:19 +0000 2020,COVID19,2,1256215124836311047,,,en,,False,1,"The current battle against the spread of #COVID19 has highlighted in horrifically stark terms both the fundamental importance of handwashing with soap at critical times &amp; the lack of access to hygiene facilities for sustained hygiene behaviour change.

https://t.co/parudxsoSa",WaterAidNigeria,7463,"Abuja, Nigeria ",WaterAid Nigeria,WaterAidNigeria,,"the current battle against the spread of #covid19 has highlighted in horrifically stark terms both the fundamental importance of handwashing with soap at critical times &amp; the lack of access to hygiene facilities for sustained hygiene behaviour change.

https://t.co/parudxsosa","['behaviour change', 'covid']",['behaviour change']
53,202,Tue Mar 31 08:34:03 +0000 2020,coronavirus 5LiveBreakfast,93,1244905784967913473,,,en,,False,33,"“My husband is a postman. His work has not provided any hand sanitiser and he has nowhere to wash his hands. What should he do?”

Professor Susan Michie answers Claire in Eastley's #coronavirus question.

Listen live to #5LiveBreakfast on @BBCSounds 📻🎧https://t.co/H1cib6Yer2 https://t.co/eBfMlWddJ7",bbc5live,672257,"Salford, United Kingdom",BBC Radio 5 Live,bbc5live,,"“my husband is a postman. his work has not provided any hand sanitiser and he has nowhere to wash his hands. what should he do?”

professor susan michie answers claire in eastley's #coronavirus question.

listen live to #5livebreakfast on @bbcsounds 📻🎧https://t.co/h1cib6yer2 https://t.co/ebfmlwddj7","['michie', 'corona']",['michie']
54,205,Sun Apr 19 07:24:45 +0000 2020,rotary handwashing behaviourchange handhygieneforhealth SPATAP COVID19,0,1251773715659911169,,,en,,False,0,@RotaryGmouth 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth WATCH VIDEO https://t.co/uKEEDPh8e0 https://t.co/HtUOzsVYKT with #SPATAP Portable Tap making communities hygienic instantly https://t.co/7X3H0SlUB7  info@handhygieneforhealth.org #COVID19 https://t.co/WkukXjUY5Z,RotaryHHFH,98,"Sunshine Coast, Queensland",HandHygieneForHealth,RotaryHHFH,,@rotarygmouth 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth watch video https://t.co/ukeedph8e0 https://t.co/htuozsvykt with #spatap portable tap making communities hygienic instantly https://t.co/7x3h0slub7  info@handhygieneforhealth.org #covid19 https://t.co/wkukxjuy5z,"['behaviourchange', 'covid']",['behaviourchange']
55,217,Fri Mar 20 13:17:30 +0000 2020,COVID19,5,1240990854040498178,,,en,,,0,"A great interview with @SusanMichie on @BBCWorldatOne on #COVID19. Susan, can you say more on community engagement and community mobilisation?",SwitchFinder,1689,"London, England",Martin Dockrell,SwitchFinder,,"a great interview with @susanmichie on @bbcworldatone on #covid19. susan, can you say more on community engagement and community mobilisation?","['michie', 'covid']",['michie']
56,225,Mon May 04 08:05:00 +0000 2020,bbcpanorama NHS covid19 c4news skynews itvnews bbcpm bbcqt Ridge marr peston r4today bbcbreakfast lbc,0,1257219662657368065,,,en,,False,0,BBC Finally Admits Communist Union Organiser Assisted with Panorama https://t.co/mJsdINFQ6j #bbcpanorama #NHS #covid19 #c4news #skynews #itvnews #bbcpm #bbcqt #Ridge #marr #peston #r4today they had another communist Susan Michie on #bbcbreakfast #lbc,Unionbuster,1305,Cotswolds & SW France. ,John Smith Keep the interfering state out of SW,Unionbuster,,bbc finally admits communist union organiser assisted with panorama https://t.co/mjsdinfq6j #bbcpanorama #nhs #covid19 #c4news #skynews #itvnews #bbcpm #bbcqt #ridge #marr #peston #r4today they had another communist susan michie on #bbcbreakfast #lbc,"['michie', 'covid']",['michie']
61,251,Wed Jun 03 11:09:25 +0000 2020,COVID19,3,1268137709668892677,,,en,,False,0,"""How might behavioural science help us tackle a global pandemic?"" Looking forward to attending the @BritishAcademy online discussion, ""Confronting #COVID19: nudge and sludge"" with Professor @CassSunstein on 10th June 2020, 17:00-18:00 CEST. Register here: https://t.co/fJmJ9fKNEn",FatimaZahidAli,538,"Brussels, Belgium",Fatima Ali.,FatimaZahidAli,,"""how might behavioural science help us tackle a global pandemic?"" looking forward to attending the @britishacademy online discussion, ""confronting #covid19: nudge and sludge"" with professor @casssunstein on 10th june 2020, 17:00-18:00 cest. register here: https://t.co/fjmj9fknen","['sunstein', 'behavioural science', 'nudge', 'pandemic', 'covid']","['sunstein', 'behavioural science', 'nudge']"
62,256,Sat May 23 16:43:01 +0000 2020,COVID19,0,1264235396453617666,,,en,,False,0,"Behavioural Science, Social Influence and Leadership, analyzed using Network Science to help DecisionMaking amid the #COVID19 crisis:
MIT released a study showing how US states influence each others and can coordinate their policies in response to COVID-19 https://t.co/D6CpRZ242q",abdel_elbel,395,"Paris, France",Abdelmoghith,abdel_elbel,,"behavioural science, social influence and leadership, analyzed using network science to help decisionmaking amid the #covid19 crisis:
mit released a study showing how us states influence each others and can coordinate their policies in response to covid-19 https://t.co/d6cprz242q","['behavioural science', 'covid']",['behavioural science']
63,262,Sat Mar 07 12:01:41 +0000 2020,coronavirus behaviouralscience COVD,29,1236260732662173696,,,en,,False,18,"On the RWBS #coronavirus special, @jimmcmanusph of Herts CC shares his 3 tips for using #behaviouralscience to slow the spread of #COVD-19. Give it a listen for more info: https://t.co/VUqQfCWBEt https://t.co/KHRqmnyemc",Stu_King_Hh,488,"Bedfordshire,England",Stu King,Stu_King_Hh,,"on the rwbs #coronavirus special, @jimmcmanusph of herts cc shares his 3 tips for using #behaviouralscience to slow the spread of #covd-19. give it a listen for more info: https://t.co/vuqqfcwbet https://t.co/khrqmnyemc","['behaviouralscience', 'corona']",['behaviouralscience']
64,265,Fri May 01 22:46:12 +0000 2020,,0,1256354261895729152,,,en,,False,0,"What the Proponents of ‘Natural’ Herd Immunity Don’t Say By Carl T. Bergstrom and Natalie Dean

""There would be nothing quick or painless about reaching herd immunity without a vaccine.""

https://t.co/jhX9au8Ces",maxwhd,853,UK,maxwhd,maxwhd,,"what the proponents of ‘natural’ herd immunity don’t say by carl t. bergstrom and natalie dean

""there would be nothing quick or painless about reaching herd immunity without a vaccine.""

https://t.co/jhx9au8ces",['herd immunity'],['herd immunity']
65,267,Sun Apr 19 07:28:31 +0000 2020,rotary handwashing behaviourchange handhygieneforhealth SPATAP COVID19,0,1251774666177302528,,,en,,False,0,@rotary_nh 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth WATCH VIDEO https://t.co/uKEEDPh8e0 https://t.co/HtUOzsVYKT with #SPATAP Portable Tap making communities hygienic instantly https://t.co/7X3H0SlUB7  info@handhygieneforhealth.org #COVID19 https://t.co/2CgxzdPmX5,RotaryHHFH,98,"Sunshine Coast, Queensland",HandHygieneForHealth,RotaryHHFH,,@rotary_nh 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth watch video https://t.co/ukeedph8e0 https://t.co/htuozsvykt with #spatap portable tap making communities hygienic instantly https://t.co/7x3h0slub7  info@handhygieneforhealth.org #covid19 https://t.co/2cgxzdpmx5,"['behaviourchange', 'covid']",['behaviourchange']
