,id,text,label
88,1.23511886982552E+018,"RT from medshronline #Coronavirus Covid-19: What can we learn from behavioural science?

https://t.co/BfF8mO9597

#PublicHealth #China #Wuhan #Coronavirus #Virology #MedTech #HealthTech https://t.co/N7Kfbcy4M4",
89,1.23526685293639E+018,RT @abuttenheim: 👇 Today's #BehavioralScience/#COVID19 mashup must-read from @mhallsworth,
90,1.24828435713718E+018,Ughh tuned into this @ideo webinar yesterday and now unashamedly stalking @AndreaMallard. https://t.co/BgbSJBcAwa,
91,1.23818593876281E+018,"This. Has ""behavioural science"" factored in that no-one believes a word Johnson says - not even the millions who voted for him? https://t.co/6SYdq1x3Re",
92,1.23672119589207E+018,"What #BehavioralScience tells us about minimizing face touching #COVID19. Sneak peak - saying ""doing touch your face"" doesnt work https://t.co/7r6ONZLiV7",
93,1.23509500756599E+018,So we're f'ed then. https://t.co/OyrywwZs5R,
94,1.254723257087E+018,"Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience… https://t.co/OshvsReecP",
95,1.25294493527754E+018,@ellenraelambert and I have written a two part blog for @inspirethemind_  discussing behaviour change theory and human behaviour during pandemics such as #COVID19. Part one below! https://t.co/sm5UG5MFik,
96,1.24684141973153E+018,Ask leaders to make #BehavioralScience core #education RT @ScalarHumanity: Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut… https://t.co/5plvMG8q2L,
97,1.24506903064343E+018,This.... https://t.co/IHMJ7XfDHo,
98,1.23818059144879E+018,Thread. What our intuition tells us is not always the right course of action. https://t.co/0aMvShYejn,
99,1.24129539485385E+018,#Herd_Immunity #herdimmunity filmed around 11-March-2020 https://t.co/A9DgZVCWWN,
100,1.24858991415495E+018,"@BBCNews @itvnews @piersmorgan @GMB 

Any chance of a mention for the sake of balance?

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe https://t.co/Ju8tb86ckN",
101,1.25104438626094E+018,"@JCaramac @jmshrrsn Remember when David Halpern, head of the 'Nudge' Unit claimed vulnerable people would be 'cocooned' from the insane #HerdImmunity policy? That got changed to 'abandoned' pretty quickly didn't it? https://t.co/vF6m4iQTp4",
102,1.2542984697764E+018,"So, Cummings asked questions. Were they ""Is there any evidence at all of herd immunity?"" ""Why are you so at odds with the WHO?"" ""How many more deaths for each day of lockdown delay?"" ""Behavioural science is often speculative, right?""? Or what? Publish the minutes. #marr #COVID19 https://t.co/kYDf1qJs1R",
103,1.25580266927025E+018,"Extremely Doubtful

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe https://t.co/IeSchPwNGD",
104,1.24591520075618E+018,"Next week, I’ll be joining @IDEO in a conversation around #COVID19 communication and its connection to behavior change. Join the webinar on April 7 at 8AM PST: https://t.co/28gYdeZC91 https://t.co/pHJiYm9fZs",
105,1.23948119063105E+018,"Simply perplexed by the UK Gov response to the #coronavirus 

""If the argument of behavioural fatigue is really driving U.K. policymakers to delay social distancing, this concept had better stand up to scrutiny."" https://t.co/s9o6vmd5KK",
106,1.23888716092268E+018,@JHowellUK please explain why schools in your constituency ARE DUE TO OPEN AS NORMAL on Monday - this is frightening @henleyherald @henleystandard #COVID19 #eugenics @LeadHenley https://t.co/MzIEZjYwjV,
107,1.24757241874032E+018,The most toughest to acknowledge “I don’t know.” https://t.co/xuapTEASLo,
108,1.24984502944895E+018,"How To Talk To Skeptics About COVID

“Numbers do not motivate people,” said Schoch-Spana, “Knowing that you can do something, knowing what to do, and seeing other people just like you doing it. That’s when you see behavior change.” 

#COVID19 #skeptics 

https://t.co/MzR7ihL1zZ",
109,1.23498873812555E+018,"Something that the world doesn’t understand about this regime is that, the longer the 🌎 waits on behavior change from this regime, the more global disaster will come!!
World should listen to the people of #Iran who want  #RegimeChange and #FreeIran2020 
#coronavirus 
#Covid_19 https://t.co/PgaWID1Dkr",
110,1.24494902689143E+018,Perhaps we never needed social behaviour change communication for the most poor or vulnerable https://t.co/9j3BQN5xwX,
111,1.24517150480916E+018,"Goodbye #March mayhem. Hello👋🏼togetherness. On 3/3, the #NashvilleTornado🌪destroyed #EastNashville. Since then, #COVID19🦠 is destroying the 🌎. Both teach us #BehaviorChange, together, is critical to treating &amp; preventing any crisis. ⁦@lirio_llc⁩ https://t.co/wZwyXaffoh",
112,1.23916746049183E+018,"Agree. UK gov response has not been proportionate to threat. You can’t buy hand sanitizer in the shops. If you don’t have soap+water nearby that means you don’t have *opportunity* to wash hands.  
@SusanMichie @B_I_Tweets perhaps you could nudge the gov into addressing problem https://t.co/g6D4OcmaHf",
113,1.23788535655433E+018,"The ""Nudge Unit"" - the company currently advising Johnson's cabinet on its response to the #coronavirus pandemic - has previously worked with the DWP &amp; the Dept of Health to find ways of pushing sick &amp; disabled people into work.
https://t.co/lcRbnPxUC7",
114,1.23739449192276E+018,"How will shopper behaviour change should the coronavirus situation worsen?  We surveyed 1,000 UK consumers in March to find out their views and behaviours following the coronavirus outbreak --&gt; https://t.co/0kcNQJW8wj #coronavirusuk #coronavirus #CONVID19 https://t.co/eSdIxo6fZf",
115,1.24265120001877E+018,"How can our knowledge in the social &amp; behavioral sciences help in the fight against #COVID2019? This paper tackles everything from emotions, to social norms &amp; culture, to fake news, and more. https://t.co/l31wVPhWss",
116,1.24791325716956E+018,"New version (post review at Nature Human Behaviour) is now online, with a fancy infographic #KnowledgeTranslation #COVID19 #SocialScientistsAssemble. https://t.co/uojhyRG3ll",
117,1.24849978274775E+018,"@BBCNews @itvnews @piersmorgan @GMB 

Any chance of a mention for the sake of balance?

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe https://t.co/DSPmABYjs4",
118,1.23882863133124E+018,"There are real issues with the #UK government's approach to #covid19, which summarises as: let heathy people get the disease (and survive) to develop #Herd_Immunity. 60% seems to be the figure. #ethics https://t.co/GgRQ5ibj9a",
119,1.25436681599783E+018,Nudge theory is mostly common sense dressed up science based on evidence that is largely speculation. Even much vaunted book by eminent academics fails to rise above that description #SAGE #COVID19 #Nudge https://t.co/hZleMXFiRO,
120,1.25582458693711E+018,No cognitive bias modification required. https://t.co/S7OBsiU9vd,
121,1.24131413460985E+018,"Can't wrap my head around this. I've studied behavioural economics, and nudge theory admittedly only to an undergraduate level but it's so obviously inappropriate in this context. What the hell were they thinking? https://t.co/aLpwzJPKLx",
122,1.23778941729051E+018,"#coronavirus #COVID19 

 11 March 2020  - 

It’s time to get really serious about keeping our distance and adhering to the guidelines about hygiene. https://t.co/AQ4vbfvAXk",
123,1.24501927546478E+018,"Is anyone doing research on #activetravel behaviour change during #COVID19? I'm guessing a move toward individual #transport modes (walk, cycle, car), reduction in public transport (of course), and reduction in total no. of journeys? With exercise encouraging walk/cycle uptake?",
124,1.25625162306989E+018,"#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe #4IR  #BigBrother Legal Challenge to UK Lockdown being sourced https://t.co/WVlxDVOnge",
125,1.24548289289499E+018,"@SebastianEPayne @alexwickham Of course herd immunity is the 'plan', as is a brexit crash out. Vallance &amp; Whitty's ""thinking""? They're stooges. The power behind the herd immunity debacle is Cummings &amp; David Halpern &amp; his Nudge Unit: https://t.co/vF6m4iQTp4",
126,1.24859074268098E+018,"@BBCNews @itvnews @piersmorgan @GMB 

Any chance of a mention for the sake of balance?

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe https://t.co/wFD6FnGaj2",
127,1.23591713220823E+018,We have a tendency to completely disregard probability in times of fear.  @CassSunstein talks ‘probability neglect’ via @bopinion. #COVID19   The Cognitive Bias That Makes Us Panic About Coronavirus https://t.co/gz1SnDMBAw,
128,1.23842417816594E+018,"#Nastiz in govt will wait until #Covid19uk peaks as peeps will accept only limited 'social distancing'?

Then do it NOW, BEFORE #Covid_19uk peaks. Once peaked, infections are, de facto, declining

Do nowt and a bigger peak will extend the curfew, as infected stay home or die https://t.co/ZHb3Yre0Zp https://t.co/mUQOM6TMby",
129,1.23994662863684E+018,"Our research team has done a lot of thinking about #COVID19 over the last week. @rossohara64 has some thoughts about how self-affirmation can be another tool in our kit to combat the spread of coronavirus. via @PsychToday  #behavioralscience 

https://t.co/vmbN4Kod4Q",
130,1.25049387710825E+018,Mining Data is no longer a swear word I think for countries like SA the Data coming out of #COVID19 is critical to build capacity and channel resources to under services communities. To survive the pandemic strategically using the data to fix will solve problems #ECafrica https://t.co/wM4nuaUYMi,
131,1.23812869824468E+018,So ‘at risk’ ‘vulnerable’  #WASPI women get “cocooned” whilst also being forced to work because their pensions were stolen. How’s that going to work then? #BackTo60 https://t.co/Qz9sG4dTZX,
132,1.2454073315858E+018,"Why I've started adding “Forced break from meetings to GSD” into my schedule…
https://t.co/nawtyBI3oR

#covid19 #burnout #wfh #workfromhome #meetings #schedules #behaviorchange #precommitmentdevice #appliedBE #atomichabits #process #corporate #innovation",
133,1.23838886991518E+018,The government needs to be transparent about the science its using to support its measures. the modelling is what. the behavioural science by who? #coronavirus. this is a decison by a society not that of a government. no government was elected to minister death!,
134,1.23811906531671E+018,"I find this thought incomprehensible. 15-20% of CV Plague sufferers ""need"" hospitalisation. There isn't some tiny ""vulnerable group"" with everyone else being OK. The key problem is that most of that 15-20% will not get hospital treatment if CV Plague spreads too rapidly. https://t.co/s81y7XwNuY",
135,1.24724905369769E+018,"Ask leaders to make #BehavioralScience core #education RT @chandraosborn: Collective action is the only way to stop #COVID19. Lirio's #BeSci + #AI programs communicate 1:1, actioning people… https://t.co/C3hEkXVhGD",
