favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
0,Twitter Web App,"b""RT @Dan_Wyke: I've been keeping a healthy distance from social-behavioral science for years.\xf0\x9f\xa5\x81 #pwME #MyalgicE #MEcfs #coronavirus #r4today\xe2\x80\xa6""",,True,Sat Mar 14 08:45:13 +0000 2020,2,b'1238748004628271104'
1,Twitter for Android,b'Thought provoking https://t.co/LdCq3fnOUt',,False,Sun Mar 15 19:11:47 +0000 2020,0,b'1239268073875607552'
0,Twitter Web App,b'RT @ajayjagota: It\xe2\x80\x99s only through tough times do we get a sense of what\xe2\x80\x99s really important in life so once this is over #COVID19 could be t\xe2\x80\xa6',,True,Wed Mar 18 07:51:22 +0000 2020,19,b'1240184001035452417'
104,Twitter for iPhone,"b'Update: #CobraMeeting, Dominic Cummings &amp; the nudge team have won, they want you to catch #Covid_19 because that is\xe2\x80\xa6 https://t.co/PZR5mTSNqg'",,False,Thu Mar 12 16:05:39 +0000 2020,83,b'1238134067847139330'
0,Twitter for Android,"b'RT @MartinShovel: My cartoon - he doesn\xe2\x80\x99t trust doctors, he wants to see a behavioural scientist \n#coronavirus \n#r4Today https://t.co/KjN8o\xe2\x80\xa6'",,True,Sat Mar 14 11:02:20 +0000 2020,34,b'1238782510684950530'
4,Twitter for iPhone,b'Why don\xe2\x80\x99t people (adequately) hand wash when everywhere and everyone is telling them to do it? Useful insights.\xe2\x80\xa6 https://t.co/gxVFaE5Voa',,False,Wed Mar 04 20:42:11 +0000 2020,2,b'1235304555228925953'
1,Twitter for iPhone,b'#StayHome during #COVID19 and make #music instead! Here\xe2\x80\x99s a nudge if you\xe2\x80\x99re lacking some creativity today. https://t.co/zhvlTom1TU',,False,Sat Apr 04 16:55:23 +0000 2020,0,b'1246481504148094979'
0,Twitter for iPhone,b'RT @waltercurioso: @jayvanbavel: Using social and behavioural science to support #COVID19 pandemic response https://t.co/ozCJXGX6ga @WHO\n #\xe2\x80\xa6',,True,Wed Apr 08 13:33:06 +0000 2020,1,b'1247880149263101952'
2,Twitter for iPhone,b'When British CSO said London\xe2\x80\x99s strategy was underpinned by \xe2\x80\x98behavioural science\xe2\x80\x99 I wanted to weep. My 79 yr old mum\xe2\x80\xa6 https://t.co/OvWqGL1Ntz',,False,Sat Mar 14 09:40:17 +0000 2020,0,b'1238761860721266688'
1,Blog2Social APP,b'Discipline makes Daring possible: Silver lining? Perhaps Coronavirus will nudge us into working better?\xe2\x80\xa6 https://t.co/JTYukge3Wr',,False,Fri Mar 06 09:13:22 +0000 2020,1,b'1235855984578293760'
0,Twitter for Android,b'RT @RajivPratapRudy: The challenge is not only how to fight #COVID19 but to get out of it nudging a fine balance of economic recovery.\n\n\xe0\xa4\x9a\xe0\xa5\x81\xe2\x80\xa6',,True,Fri Apr 10 02:44:00 +0000 2020,36,b'1248441574159089665'
0,Tweetbot for iΟS,b'RT @SamCoatesSky: A Professor in behavioural science at Liverpool University attempts to explain the assumptions and trade offs in the gove\xe2\x80\xa6',,True,Sat Mar 14 08:32:32 +0000 2020,73,b'1238744812653871104'
0,Twitter Web App,"b'RT @jayvanbavel: We have a new paper on \nhow policy makers, the media, and the public can use social &amp; behavioural science to support #COVI\xe2\x80\xa6'",,True,Tue Mar 24 17:23:32 +0000 2020,589,b'1242502318907707393'
0,Twitter for iPhone,"b'I\xe2\x80\x99m an Irish person,living in the UK and currently on holiday#Madeira.My view of the media coverage is global\xe2\x80\xa6 https://t.co/ATCUQpMbZU'",,False,Mon Mar 16 10:11:33 +0000 2020,0,b'1239494507038683136'
0,Twitter for iPhone,b'RT @BBCMarkEaston: Government #coronavirus science advisor Dr David Halpern tells me of plans to \xe2\x80\x98cocoon\xe2\x80\x99 vulnerable groups. https://t.co/d\xe2\x80\xa6',,True,Fri Mar 13 12:59:59 +0000 2020,117,b'1238449728855191559'
0,Twitter for iPhone,"b""RT @EUnotCoup: ICYMI: This is David Halpern, psychologist (degree in experimental psychology), head of the 'nudge unit', member of SAGE (Sc\xe2\x80\xa6""",,True,Tue Mar 31 23:21:56 +0000 2020,41,b'1245129231522242563'
0,Twitter for iPhone,"b'RT @JohnsHopkinsSPH: NEW: @JohnsHopkinsCCP has launched the #COVID19 Communication Network (CCN), a website dedicated to curating essential\xe2\x80\xa6'",,True,Fri May 01 13:44:09 +0000 2020,36,b'1256217848302776321'
2,Twitter Web Client,"b'""I saw people this weekend shaking hands with each other...I understand, maybe it\'s just habit. But we\'ve got to st\xe2\x80\xa6 https://t.co/3rjkQphUUS'",,False,Thu Apr 02 15:59:01 +0000 2020,2,b'1245742542903283712'
0,Twitter for Android,b'#COVID19 #WhiteHouseBriefing #GOP #DonaldTrump #MAGA #LiarInChief #IMPOTUS #coronavirus https://t.co/PDxEayz6Go',,False,Tue Mar 31 23:38:05 +0000 2020,0,b'1245133295165353985'
0,Twitter for iPad,b'RT @NafeezAhmed: In my new investigation for @BylineTimes I reveal how the speculative Oxford model which said Britons might already be dev\xe2\x80\xa6',,True,Thu Mar 26 19:11:37 +0000 2020,555,b'1243254294511595523'
0,Twitter for Android,b'RT @AdoptionsUk: PLEASE SHARE Archie 6 Beagle Cross BATH \xf0\x9f\x87\xac\xf0\x9f\x87\xa7\n\nArchie looking for quiet home affectionate he will nudge  for fuss likes train\xe2\x80\xa6',,True,Mon Mar 23 22:05:15 +0000 2020,164,b'1242210830151753734'
0,Twitter for Android,b'RT @drbobgill: Should this not be a minute of loud outrage?\n100+ health &amp; care workers dead because of government wilful negligence\nTame un\xe2\x80\xa6',,True,Tue Apr 21 08:57:20 +0000 2020,20,b'1252521791358148610'
0,Twitter for iPhone,"b'RT @DG_Rand: \xf0\x9f\x9a\xa8New working paper!\xf0\x9f\x9a\xa8\n\n""Fighting COVID-19 misinformation on social media: \nExperimental evidence for a scalable accuracy nudge\xe2\x80\xa6'",,True,Wed Mar 18 05:12:33 +0000 2020,280,b'1240144033881743360'
0,Twitter for Android,b'@Morrisons #coronavirus #nudging https://t.co/OUi6OglBgD',Morrisons,False,Tue Mar 24 09:39:50 +0000 2020,0,b'1242385627255050240'
0,Twitter Web App,"b'RT @DanielAntonin1: This is exactly what @nntaleb refers to when he talks about the damage that can be done by ""nudge boy"" (@R_Thaler) poli\xe2\x80\xa6'",,True,Mon Mar 16 10:11:09 +0000 2020,5,b'1239494406325055488'
0,Twitter for iPhone,b'RT @OpenIDEO: Join our #webinar on Tuesday April 7 at 8AM PST with global communications leaders\xe2\x80\x94including @IDEO\xe2\x80\x99s own @pbennett101 and @An\xe2\x80\xa6',,True,Mon Apr 06 15:14:31 +0000 2020,22,b'1247180896815505408'
0,Twitter for iPad,"b'I\xe2\x80\x99m glad this got written. It\xe2\x80\x99s interest hoe powerful the influences are they permit/refuse publication, even I\xe2\x80\x99m a\xe2\x80\xa6 https://t.co/csUpIMBBt1'",,False,Fri Mar 27 21:43:32 +0000 2020,0,b'1243654913445564416'
13,Twitter for iPhone,b'Question: WHAT influence has the \xe2\x80\x9cNudge Unit\xe2\x80\x9d or Dominic Cummings personally had or continue to have on the actions\xe2\x80\xa6 https://t.co/odPuiCjEGp',,False,Thu Apr 16 15:19:35 +0000 2020,14,b'1250806047830310912'
0,Twitter for Android,"b'RT @Doctorshaib: A helpful #coronavirus, nudge to friends, family and colleagues for keeping a low profile. https://t.co/3MKCFH3J7S'",,True,Fri Mar 20 03:15:39 +0000 2020,75,b'1240839390420586496'
0,Twitter for iPhone,"b'RT @_ideasforyang: Text ""Sign OTBAXN"" to 50409 automatically send this letter to your respective state representatives to nudge them toward\xe2\x80\xa6'",,True,Sat Mar 14 16:46:14 +0000 2020,12,b'1238869056985296896'
0,Twitter for iPhone,b'RT @PeterKGeoghegan: Very much agree. And government is failing to model the behaviour change that has to happen. The speed at which Britis\xe2\x80\xa6',,True,Tue Mar 10 00:56:41 +0000 2020,24,b'1237180541172056064'
0,Twitter for Android,"b""D'accord c'est cool mais pour la d\xc3\xa9sinfection ? Les gares ont-elles \xc3\xa9t\xc3\xa9 d\xc3\xa9sinfect\xc3\xa9s ? \xf0\x9f\x98\x8c https://t.co/v2Dh80HrlO""",,False,Tue Apr 14 14:29:56 +0000 2020,0,b'1250068778639134720'
0,Twitter for Android,b'RT @Journal_BPA: *******THIS IS IMPORTANT******\n\nWe are offering rapid review and full open access of papers related to COVID-19!\n\nThis cur\xe2\x80\xa6',,True,Tue Mar 17 17:02:11 +0000 2020,108,b'1239960233876713473'
